Borough,DOF Gross Floor Area,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Water Required?
Manhattan,286250,Office,308412,1900,1,100,Whole Building,Not Available,67,77.5,76.3,18.7,Not Available,213.2,Not Available,Not Available,23010333,6622483.3,2464.6,329.3,2135.4,353419,Not Available,Not Available,216.9,Yes
Manhattan,127597,Office,151721,1900,1,100,Whole Building,Whole Building,93,48.1,51,9.8,0,123.1,2800,31.3,5433118.6,1592355.8,681.3,177.1,504.2,161721,3899.6,24.11,120.2,No
Manhattan,254822,Office,226000,1897,1,100,Whole Building,Whole Building,88,53.9,54,12.7,0,146.6,514676.5,5146.8,10810781.7,3113078.5,1173.9,170.7,1003.2,246000,5798,23.57,148.1,Yes
Manhattan,231840,Office,230740,1900,1,100,Whole Building,Whole Building,86,59.8,61.9,12.1,0,150.8,700352.9,7511.9,9776319.5,2799108.8,1190.2,283,907.2,230740,3938,17.07,150.7,No
Manhattan,64120,Office,42080,1904,1,100,Whole Building,Not Available,Not Available,105.6,Not Available,12.9,Not Available,Not Available,170618.1,Not Available,3514073.7,1011366,677.6,351.5,326.1,78616,3910.5,49.74,201.9,No
Manhattan,65192,Office,74970,1900,1,100,Whole Building,Whole Building,19,124.4,124.4,27.3,0.3,325,2352000,23520,6972845.2,2043623.8,772,124.9,647.1,74970,951.5,12.69,325,No
Manhattan,68800,Multifamily Housing,75542,1900,1,100,Whole Building,Whole Building,Not Available,39.2,42.5,5.3,0,81.3,35900,359,2024861.6,593452.9,364,176.1,187.9,112342,1695.2,15.09,78,Yes
Manhattan,128000,Office,114990,1882,1,100,Whole Building,Not Available,20,140,134.3,25.2,0.5,320.7,8286900.4,75069.8,13910334.3,4034027.9,1746.4,455.5,1290.9,159980,13429,83.94,328.7,Yes
Manhattan,121453,Multifamily Housing,123482,1896,1,100,Whole Building,Whole Building,4,84.9,86.1,15.6,0.3,201.3,4086060.1,44451.4,7353728.7,2096653,899.5,217,682.4,134748,Not Available,Not Available,203.2,Yes
Manhattan,224409,Office,187008,1917,1,95,Whole Building,Whole Building,97,28.7,Not Available,Not Available,Not Available,Not Available,0,Not Available,6436904.2,Not Available,597.3,0,597.3,224409,2272.6,10.13,90.1,Yes
Manhattan,67452,Hotel,58538,1890,1,100,Whole Building,Whole Building,3,194.7,196.7,30.2,0.9,421.6,6854960.1,71308.4,7940433.8,2291853.1,1101,364.1,736.9,76000,21995.7,289.42,422.8,Yes
Manhattan,64859,Multifamily Housing,43038,2004,1,100,Whole Building,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48302,5294.7,109.62,Not Available,Yes
Manhattan,54600,Multifamily Housing,41625,1910,1,100,Whole Building,Not Available,Not Available,56.9,61.3,4.3,0.5,95.3,2593246,28891.6,942670,269323.5,225.2,137.7,87.5,62100,946.9,15.25,91.5,No
Manhattan,52459,Multifamily Housing,52500,1915,1,95,Whole Building,Whole Building,Not Available,101,104.9,11.5,0.7,192.4,3234335.3,34423.2,2069059.8,605275.7,363.8,171.8,192,52500,675.6,12.87,188.4,Yes
Manhattan,86018,Multifamily Housing,88000,1903,1,100,Whole Building,Not Available,55,53.6,56.8,4.6,0,91,59300,617,1431787.8,407491.3,379.1,246.2,132.9,88000,1712,19.45,88.9,No
Manhattan,51925,Multifamily Housing,40530,1985,1,100,Whole Building,Whole Building,94,45.5,50,4.1,0.4,81.4,1978361.1,22570.7,864683.8,253424.3,185.3,105.1,80.2,62486,Not Available,Not Available,76.7,Yes
Manhattan,329116,Office,296000,1929,1,100,Whole Building,Not Available,87,59.6,62.8,12.6,0,155.4,1160885.1,12270.4,16283024.4,4676234.2,1915.4,404.3,1511.1,370000,4499.6,12.16,154.1,Yes
Manhattan,436629,Office,380972,1919,1,100,Whole Building,Whole Building,78,87.7,86.1,14.8,0.4,196,14964540.4,149645.4,21966460,6236565.8,2833.3,794.8,2038.5,420972,8638.2,20.52,201.2,No
Manhattan,86746,Multifamily Housing,53641,1986,1,100,Whole Building,Whole Building,64,93.8,97.1,12,0.6,187.3,3843150.9,41911.9,3153923,893582.9,496.8,204.1,292.7,74595,3144.1,42.15,186.9,Yes
Manhattan,69300,Multifamily Housing,50999,1974,1,0,Whole Building,Whole Building,100,39.1,43.5,0.8,0,49.5,4388.2,43.9,131790.7,38625.6,152.3,140.1,12.2,50999,999.4,19.6,45,No
Manhattan,187368,Multifamily Housing,187370,1991,1,100,Whole Building,Whole Building,77,56.1,57.7,6,0.4,103.5,6607120,70042,3972869.2,1133156.9,719.6,350.9,368.7,188430,4613.3,24.48,103,Yes
Manhattan,75515,Multifamily Housing,77515,1980,1,100,Whole Building,Not Available,Not Available,35.1,35.1,10.3,Not Available,110.1,Not Available,Not Available,2718248.7,796673,252.3,0,252.3,77515,Not Available,Not Available,110.1,Yes
Manhattan,122200,Office,76500,2004,1,100,Whole Building,Whole Building,65,89.6,90.5,24.8,0.1,271.8,490612.5,5776.8,8246524.8,2416917.9,791.3,26.1,765.3,97500,1587.4,16.28,270.9,Yes
Manhattan,99470,Office,65170,1910,2,100,Whole Building,Whole Building,Not Available,105.8,107.2,26.6,0,301.8,906.1,11.1,9115040.5,2648531.5,950.1,104.2,845.9,99470,1094.9,11.01,302,Yes
Manhattan,66500,Office,44160,1910,1,100,Whole Building,Whole Building,64,68,Not Available,Not Available,Not Available,Not Available,2393.5,Not Available,4361746.4,Not Available,526.1,121.4,404.8,88160,Not Available,Not Available,174.1,No
Manhattan,150603,Office,98280,1900,1,100,Whole Building,Whole Building,85,62.1,Not Available,Not Available,Not Available,Not Available,3528758.6,Not Available,5144693.6,Not Available,664.9,187.4,477.4,139780,2386,17.07,142.1,Yes
Manhattan,131743,Office,110000,1905,1,100,Whole Building,Whole Building,72,73.1,76.4,13.4,0.3,176.1,3538400,39686.6,5965503.3,1748388.8,741.5,187.9,553.6,130000,2709.5,20.84,172.7,Yes
Manhattan,61182,Multifamily Housing,56022,1896,1,100,Whole Building,Whole Building,Not Available,120,118.4,22.1,Not Available,280.1,Not Available,Not Available,4804867.8,1376564.1,644.1,198.3,445.9,62318,3456.3,55.46,285.4,Yes
Manhattan,82483,Multifamily Housing,72483,1961,1,100,Whole Building,Whole Building,Not Available,119.8,125.5,10.1,0.9,203.7,6815849.4,73266.9,2818917.4,810892.3,623.6,362,261.6,80432,5555.4,69.07,199,Yes
Manhattan,104500,Office,60000,1900,1,100,Whole Building,Whole Building,Not Available,72.1,Not Available,Not Available,Not Available,Not Available,2360151.4,Not Available,6292660,Not Available,709.3,125.4,584,120000,Not Available,Not Available,185.3,Yes
Manhattan,78958,Office,88000,1896,1,100,Whole Building,Whole Building,60,100.2,Not Available,Not Available,Not Available,Not Available,1694769.6,Not Available,6125204,Not Available,775.9,207.5,568.4,93838,6511.3,69.39,241,Yes
Manhattan,204920,Office,206688,1900,1,100,Whole Building,Not Available,69,82.7,84.7,15.7,0,199.8,74086.7,740.9,12333546.1,3580743.4,1624.8,480.2,1144.6,227688,Not Available,Not Available,198.9,Yes
Manhattan,212832,Multifamily Housing,232459,1966,1,100,Whole Building,Whole Building,Not Available,76.3,82.3,4.8,Not Available,131,Not Available,Not Available,4019608.9,1134670.6,1292.3,0,1292.3,234115,8670.7,37.04,125.1,No
Manhattan,159626,Multifamily Housing,177421,1910,1,100,Whole Building,Not Available,9,94.9,94.9,12.9,0.1,190,1999731.1,19997.3,7805457,2287648.3,1352.9,628.6,724.3,177421,Not Available,Not Available,190,Yes
Manhattan,97248,Multifamily Housing,89634,1970,1,100,Whole Building,Not Available,50,93.5,98.4,7.8,0.7,159.2,6513859.9,70745.9,2704609.2,772114.6,597,346,251,98626,Not Available,Not Available,155.5,Yes
Manhattan,118467,Multifamily Housing,103644,1941,1,100,Whole Building,Not Available,Not Available,83.1,87.4,11,0.5,170.2,5448553.5,60579.1,4643741.5,1335553.2,720.3,289.4,430.9,121476,Not Available,Not Available,167.1,No
Manhattan,71490,Multifamily Housing,71480,1900,1,100,Whole Building,Not Available,59,110.9,119.2,6.9,1,174.3,6246164.8,68347,1682182.6,493019.5,487.9,331.8,156.1,71480,Not Available,Not Available,165.6,Yes
Manhattan,64260,Senior Care Community,64260,2009,1,90,Whole Building,Whole Building,2,196.9,202.5,28.7,1,417.3,6240888.3,67212.2,6412839.8,1844462.5,926.6,331.5,595.1,64260,Not Available,Not Available,415.3,Yes
Manhattan,50292,Multifamily Housing,40292,1985,1,100,Whole Building,Not Available,Not Available,70,74.3,7.4,0.5,130.7,2226252.7,24677.8,1295052.5,371448,238.4,118.2,120.2,50292,2241.2,44.56,127.3,No
Manhattan,55065,Multifamily Housing,55065,1900,1,100,Whole Building,Not Available,Not Available,89.7,96,7.6,0.1,152.8,527894.2,5278.9,1631687.2,478220.1,435.8,284.4,151.4,62565,1542,24.65,146.5,No
Manhattan,104775,Office,92088,1898,1,100,Whole Building,Not Available,91,56.6,Not Available,12.1,0.1,Not Available,979542.4,9795.4,4643681.6,1326642,527.4,96.4,430.9,109857,2089.6,19.02,147.5,Yes
Manhattan,96822,Office,92400,1935,1,100,Whole Building,Whole Building,80,60.8,62.8,12.7,0.2,156.7,1649331,19463.8,4433565.8,1272856,499,87.6,411.4,100100,Not Available,Not Available,156.4,Yes
Manhattan,50388,Retail Store,30000,1900,1,100,Whole Building,Not Available,58,81.5,Not Available,Not Available,0.4,Not Available,1959448.2,21258.7,2364218.8,Not Available,323.5,104.1,219.4,53047,Not Available,Not Available,178.7,Yes
Manhattan,69107,Multifamily Housing,64754,1985,1,100,Whole Building,Whole Building,Not Available,93.3,98.1,12.6,0.6,192.9,3444057.8,38070.3,3001515.8,870325.4,461.5,182.9,278.5,69071,1170,16.94,188.8,Yes
Manhattan,52999,Office,71652,1873,1,100,Whole Building,Whole Building,100,26.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,819479.7,Not Available,200.7,124.6,76,93564,705.1,7.54,45.6,Yes
Manhattan,85000,Multifamily Housing,83200,2006,1,100,Whole Building,Whole Building,8,83.8,89,9.8,0.6,163.3,4120551.5,46262.3,2852678.6,815004.4,483.6,218.9,264.7,83200,7183.8,86.34,159.7,Yes
Manhattan,59248,Multifamily Housing,63563,1985,1,100,Whole Building,Not Available,Not Available,146.5,162.1,6.3,0,209.3,68536.7,704,1391592.2,407852.3,731.4,602.2,129.1,65011,2206.5,33.94,193.6,Yes
Manhattan,64347,Office,67160,1958,1,90,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67160,Not Available,Not Available,Not Available,Yes
Manhattan,182605,Multifamily Housing,105290,1912,1,100,Whole Building,Whole Building,Not Available,71.9,75.3,10,0.4,150.5,7006946.8,77722.3,6576198,1891520.2,982.4,372.2,610.3,188889,2487,13.17,148.3,Yes
Manhattan,55688,Retail Store,30000,1906,1,100,Whole Building,Not Available,1,269.9,273,38.2,1.2,558,5678655.8,59381.5,6619294.1,1909420.6,1005.8,391.6,614.3,50000,Not Available,Not Available,559.1,Yes
Manhattan,159987,Office,130000,1898,2,100,Whole Building,Whole Building,Not Available,40.6,44.5,5.3,0.3,84.2,3681483.3,43268.3,2917533,855079.9,466.3,195.5,270.7,162693,5643.3,34.69,80.1,Yes
Manhattan,196920,Multifamily Housing,197720,1930,1,100,Whole Building,Whole Building,11,62.1,62.1,12.5,0.2,154.4,3826813.7,38268.1,8445169.7,2475137.4,987,203.3,783.7,197720,7594.2,38.41,154.4,Yes
Manhattan,323092,Multifamily Housing,315000,1890,1,100,Whole Building,Whole Building,48,65.8,68.2,7.7,0.2,125.5,5527466.7,55274.7,9417479.3,2665421.6,1748.7,874.8,873.9,346000,1842.5,5.33,125.1,Yes
Manhattan,65048,Multifamily Housing,67048,1910,1,100,Whole Building,Whole Building,28,85.5,91.5,9.8,0.6,165.6,3501573.2,38993.5,2232359.4,654267,393.1,186,207.2,67048,1202.7,17.94,159.4,Yes
Manhattan,55800,Multifamily Housing,65100,1930,1,100,Whole Building,Not Available,75,72.8,76.4,6.8,0.5,128.6,3233456.7,34691,1506687.6,441584.8,311.6,171.7,139.8,65100,Not Available,Not Available,124.8,No
Manhattan,54238,Office,44126,1911,1,100,Whole Building,Not Available,Not Available,51.8,50.8,13.4,0.1,149,283903.3,2839,2606905.5,748734.8,257,15.1,241.9,55826,1344.8,24.09,152,Yes
Manhattan,54924,Multifamily Housing,54914,1941,1,100,Whole Building,Not Available,82,78.9,84.3,4.6,0.7,121.2,3452429,37683.8,877794.5,251953.4,264.8,183.4,81.5,54914,1767.6,32.19,116.2,Yes
Manhattan,101936,Office,79936,1885,1,100,Whole Building,Whole Building,26,172.2,171.1,15.2,1.2,288,12163719.7,121637.2,5393262.6,1548089.8,1146.6,646.1,500.5,101936,1923,18.86,291.4,Yes
Manhattan,57729,Office,73500,1895,1,100,Whole Building,Whole Building,99,31.2,33,5.8,Not Available,75.2,Not Available,Not Available,1424233.4,423598.1,196.7,64.5,132.2,73500,2458.7,33.45,72.8,No
Manhattan,52192,Office,52192,1928,1,100,Whole Building,Whole Building,39,107.8,111.7,17.7,0.5,243.7,2396403.3,26751.4,3230845.4,924936.6,427.1,127.3,299.8,52192,608.2,11.65,242.6,No
Manhattan,117391,College/University,136314,1901,1,100,Whole Building,Whole Building,Not Available,186.7,192.6,40.1,0.3,487.2,3535720.3,39192.7,18790090.5,5507059.9,2180.7,437,1743.7,137314,Not Available,Not Available,481,Yes
Manhattan,128300,Multifamily Housing,128300,2010,1,100,Whole Building,Whole Building,1,106.2,108.3,15.1,0.6,221.3,6841983.3,72950.9,6781132.2,1935083.9,992.7,363.4,629.3,128300,5351.6,41.71,222,Yes
Manhattan,125000,College/University,179000,1857,1,100,Whole Building,Not Available,Not Available,109.8,115.7,9.5,0.8,189.1,13863236.1,149147.1,5792979.8,1697825.1,1273.9,736.3,537.6,179000,Not Available,Not Available,182.9,No
Manhattan,121158,Multifamily Housing,94918,1920,1,100,Whole Building,Whole Building,9,99.1,Not Available,Not Available,0.6,Not Available,6354555.8,69941.1,5651988.2,Not Available,862,337.5,524.5,121158,5215.8,43.05,201.6,Yes
Manhattan,141946,Multifamily Housing,126633,2005,1,100,Whole Building,Whole Building,1,142.5,142.5,14.8,0.9,255.4,12941766.8,129417.7,7140617.8,2092795.1,1350,687.4,662.6,140970,4524.7,32.1,255.4,Yes
Manhattan,112820,Office,170776,1930,1,80,Whole Building,Whole Building,73,87.6,Not Available,Not Available,0.4,Not Available,6252119.5,70498.5,8151912.2,Not Available,1129.5,373,756.5,170776,0,0,191.6,Yes
Manhattan,75165,Multifamily Housing,75165,1908,1,100,Whole Building,Not Available,26,82.8,87.1,7.7,0,143.8,141363.3,1433.2,1964445.9,575746.1,611.2,313,298.2,75165,651.5,8.67,139.4,Yes
Manhattan,336645,College/University,415725,1896,1,100,Whole Building,Whole Building,Not Available,32.9,37,3.2,0,60.6,135600,1213.2,4532641,1328440.9,1107.7,687.1,420.6,415725,4760.6,11.45,56.5,Yes
Manhattan,316832,Office,287886,1910,1,100,Whole Building,Whole Building,60,89.7,92,19,0,230.8,1549854.1,15498.5,20871481.6,6006264.8,2463.4,526.5,1936.9,316832,2211.4,6.98,231.1,Yes
Manhattan,147773,Multifamily Housing,80600,1981,1,100,Whole Building,Whole Building,1,256.7,275.6,18.1,2.1,418.6,17534800.3,192360.9,5566167.7,1630798.6,1447.9,931.4,516.5,90000,9168.5,101.87,398.8,Yes
Manhattan,82844,Office,87149,1906,1,100,Whole Building,Not Available,Not Available,119.4,118.1,23.1,0.4,288.7,3661300,35425.2,7103784.3,2081999.8,853.7,194.5,659.2,87149,1733.5,19.23,290.1,Yes
Manhattan,56237,Multifamily Housing,56237,1895,1,100,Whole Building,Whole Building,Not Available,89.8,94.7,9.3,0.1,163.3,494960,5659.4,1985098.7,567114.9,438,253.7,184.2,61237,556.7,9.09,160.1,No
Manhattan,107754,Multifamily Housing,95000,1891,1,100,Whole Building,Not Available,4,75.5,77.5,15.3,0.3,190.8,2182223.7,25111.9,5364940.7,1534329.1,613.8,115.9,497.9,100000,3106.7,31.07,191.4,Yes
Manhattan,115694,Multifamily Housing,134387,1931,1,100,Whole Building,Whole Building,59,79.3,84.9,4.7,0.6,122.5,7773200,85373,2152521.7,630867.9,667.3,467.6,199.8,134387,3696,27.5,116.5,Yes
Manhattan,85000,College/University,86500,1979,1,100,Whole Building,Not Available,Not Available,31.5,31.7,9.3,Not Available,99.4,Not Available,Not Available,2728098.7,802592.6,253.2,0,253.2,86500,689.7,7.97,99,No
Manhattan,71270,Multifamily Housing,73733,1941,1,100,Whole Building,Not Available,91,57.9,62.8,3.7,0,90.5,61100,611,961215.1,274781.4,333.2,244,89.2,73733,Not Available,Not Available,86.2,Yes
Manhattan,218985,Multifamily Housing,213602,1930,1,100,Whole Building,Whole Building,Not Available,93,Not Available,Not Available,Not Available,Not Available,14935391.3,Not Available,6187661.9,Not Available,1367.5,793.3,574.2,227154,Not Available,Not Available,154.6,Yes
Manhattan,100591,Multifamily Housing,100581,1952,1,100,Whole Building,Not Available,6,104.7,104.7,11.9,0.6,194.6,5606883.1,56068.8,4092316.4,1199389.2,739,359.3,379.8,100581,8910.5,88.59,194.6,Yes
Manhattan,78810,Multifamily Housing,72500,1932,1,100,Whole Building,Not Available,47,89.3,93.8,9,0,160.3,201526.7,2039.9,2625438.6,743198.9,596.3,352.7,243.6,82500,6828.9,82.77,158.1,Yes
Manhattan,102024,Multifamily Housing,95590,1890,1,100,Whole Building,Whole Building,7,82.6,83.3,17.9,0.2,215.3,2573760,25737.6,7055832.7,2090978.2,791.5,136.7,654.8,116599,6759.6,57.97,213.2,Yes
Manhattan,489709,Multifamily Housing,455959,1950,1,100,Whole Building,Whole Building,85,36.8,35.8,7.6,0.1,91.8,3325819.4,33258.2,12471872.3,3520317.3,1424.5,267.1,1157.4,461959,27443.8,59.41,95,Yes
Manhattan,512503,Multifamily Housing,470253,1965,1,100,Whole Building,Whole Building,Not Available,90.8,92,4.6,0.8,129.7,40282673.9,409368.9,8510541,2494296.6,2929.4,2139.6,789.8,537605,18239,33.93,128.4,No
Manhattan,238923,Multifamily Housing,222273,1927,1,100,Whole Building,Whole Building,Not Available,86.5,91.6,7.5,0.1,147.7,2215367,22153.7,5950774,1718962.3,1529.3,977.1,552.2,228223,15275.2,66.93,143.3,Yes
Manhattan,469263,Multifamily Housing,483340,1952,1,100,Whole Building,Not Available,69,65.5,65.1,5.3,Not Available,104.5,Not Available,Not Available,8979582.4,2575786.3,2517.5,1684.2,833.3,483340,12467.8,25.8,105.8,Yes
Manhattan,128601,Multifamily Housing,140797,1927,1,100,Whole Building,Whole Building,100,9.9,9.9,1.4,0.1,20,740090,7400.9,650272.6,190584,99.7,39.3,60.3,140797,Not Available,Not Available,20,Yes
Manhattan,60583,Multifamily Housing,64622,1925,1,100,Whole Building,Whole Building,34,79.4,84.6,4.8,0.7,122.9,4027563.3,44138.7,1100541.1,308935.1,316.1,213.9,102.1,64622,1412.3,21.86,118.9,Yes
Manhattan,67409,Multifamily Housing,43095,1930,1,100,Whole Building,Whole Building,50,88.2,91.9,14.4,0.4,198.9,2640800.1,28870.7,3304655.1,968538.9,446.9,140.3,306.7,67395,Not Available,Not Available,195.1,Yes
Manhattan,55113,Multifamily Housing,61237,1910,1,100,Whole Building,Not Available,Not Available,178.8,185.2,16.1,1.3,309.4,7531400,79716.9,3414729.8,987436.2,716.9,400,316.9,61237,Not Available,Not Available,304.2,Yes
Manhattan,940000,Office,974349.1,1906,1,100,Whole Building,Not Available,82,77.9,78.3,15.2,0.1,193,14570676,130673.4,59402248.6,17308085.4,7261.6,773.9,6487.7,1137698,15042.2,13.22,192.9,Yes
Manhattan,385831,Office,301841,2012,1,100,Whole Building,Whole Building,80,88.1,90.5,21,Not Available,248,Not Available,Not Available,28710545.3,8414578.5,3096.8,0,3096.8,400000,7482.1,18.71,245,No
Manhattan,651391,Multifamily Housing,486000,1960,1,100,Whole Building,Not Available,Not Available,74.1,78.8,6.1,Not Available,123.5,Not Available,Not Available,10732648.3,3050496.6,2970,1974,996,503960,18652.5,37.01,120.2,Yes
Manhattan,261940,Multifamily Housing,237037,1965,1,100,Whole Building,Whole Building,27,112.8,Not Available,6.8,0,Not Available,478224.3,4879.2,6101316.4,1728061.9,2248.1,1681.9,566.2,255037,11823,46.36,164.9,Yes
Manhattan,163665,Multifamily Housing,98290,1942,1,100,Whole Building,Not Available,Not Available,104.6,103.5,10.5,0.7,183.3,7807191.8,78071.9,4246416.6,1206313.2,808.7,414.7,394.1,115240,Not Available,Not Available,186.8,Yes
Manhattan,156650,Multifamily Housing,164500,1919,1,100,Whole Building,Whole Building,Not Available,92.3,91.7,8.7,0.3,156.7,4977038.6,49770.4,5128696.1,1472708,1154.8,678.8,475.9,170000,6925.5,40.74,158.7,No
Manhattan,104722,Multifamily Housing,104722,1887,1,100,Whole Building,Whole Building,1,180.2,179.4,7.5,1.5,242.1,16167045,160959.8,2706451.6,788611.1,1109.9,858.7,251.2,104722,4545.9,43.41,243.3,No
Manhattan,58578,Residence Hall/Dormitory,57263,1988,1,100,Whole Building,Whole Building,37,111.9,117.2,11.2,0.8,202.8,4113099.7,45266.6,2292195.2,640501.9,431.2,218.5,212.7,57263,3896.6,68.05,201.1,No
Manhattan,58779,Multifamily Housing,73936,1985,1,100,Whole Building,Whole Building,Not Available,61.1,64.4,5.2,0.5,105,3246903.5,35495.3,1419300.2,400698.8,304.2,172.5,131.7,76400,2710.2,35.47,103,Yes
Manhattan,102882,Multifamily Housing,98627,1901,1,100,Whole Building,Whole Building,Not Available,97.1,95.9,10.3,0.6,173.8,6190474.8,61904.7,3679538.7,1042341.4,670.3,328.8,341.5,101627,7781.2,76.57,177.6,Yes
Manhattan,57042,Multifamily Housing,60266,1910,1,100,Whole Building,Whole Building,5,102.7,107.7,9.3,0.8,179.7,4222137.8,45671.1,1969369.9,563087.4,407,224.3,182.8,60266,2536.6,42.09,176.2,Yes
Manhattan,446076,Residence Hall/Dormitory,470432,1999,1,100,Whole Building,Not Available,45,89.4,91.3,16.1,0.4,210.5,16588500,177554.7,26884004,7817502.7,3375.9,881.1,2494.8,486454,Not Available,Not Available,209.3,Yes
Manhattan,108817,Multifamily Housing,130000,1994,1,100,Whole Building,Whole Building,86,29.7,29.7,8.7,Not Available,93.1,Not Available,Not Available,3856176.3,1130180.5,357.9,0,357.9,130000,5703.9,43.88,93.1,Yes
