"","Borough","DOF.Gross.Floor.Area","Primary.Property.Type...Self.Selected","Largest.Property.Use.Type","Largest.Property.Use.Type...Gross.Floor.Area..ft..","Year.Built","Number.of.Buildings...Self.reported","Occupancy","Metered.Areas...Water.","Score","Site.EUI..kBtu.ft..","Weather.Normalized.Site.EUI..kBtu.ft..","Weather.Normalized.Site.Electricity.Intensity..kWh.ft..","Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..","Weather.Normalized.Source.EUI..kBtu.ft..","Natural.Gas.Use..kBtu.","Weather.Normalized.Site.Natural.Gas.Use..therms.","Electricity.Use...Grid.Purchase..kBtu.","Weather.Normalized.Site.Electricity..kWh.","Total.GHG.Emissions..Metric.Tons.CO2e.","Direct.GHG.Emissions..Metric.Tons.CO2e.","Indirect.GHG.Emissions..Metric.Tons.CO2e.","Property.GFA...Self.Reported..ft..","Water.Use..All.Water.Sources...kgal.","Water.Intensity..All.Water.Sources...gal.ft..","Source.EUI..kBtu.ft..","Water.Required.","building_type"
"3227","Manhattan",58342,"Office","Office",58341,1915,1,100,"Other",21,119.3,121.5,22.4,NA,294.3,NA,NA,4598267.1,1307389.5,583.7,0,583.7,58341,NA,NA,296.2,"No","Office"
"3228","Manhattan",1042944,"Office","Office",362081,1923,1,100,"Other",13,266.8,267.8,66.4,0,760.3,1354364.9,13543.6,82830805.8,24037278,8583.4,71.9,8511.5,362081,NA,NA,763.5,"No","Office"
"3229","Manhattan",815240,"Hotel","Hotel",893750,1980,1,100,"WholeBuilding",8,181.7,184.4,11.7,0.9,284.7,82529240,825292.4,36348037.5,10416473.9,10645.9,4383.5,6262.4,893750,65366,73.14,283.2,"Yes","Others"
"3230","Manhattan",656436,"Financial Office","Financial Office",705197,1994,1,95,"WholeBuilding",83,86.6,87.6,19.6,NA,234.8,NA,NA,48841751.1,14145795.7,5440.8,0,5440.8,721979,20203,27.98,235.2,"No","Others"
"3231","Manhattan",74455,"Office","Office",82576,2015,1,5,"WholeBuilding",52,61.2,61.2,13.9,0.1,163.1,1150319,11503.2,3903594.8,1144078.1,423.4,61.1,362.3,82576,924.3,11.19,163.1,"No","Office"
"3232","Manhattan",391115,"Office","Office",461295,1949,1,100,"Other",75,67.9,69,15.3,NA,183.9,NA,NA,24630747.9,7040452.3,2730,0,2730,461295,NA,NA,185.1,"No","Office"
"3233","Manhattan",262287,"Office","Office",318400,1953,1,80,"WholeBuilding",98,41.4,NA,NA,NA,NA,NA,NA,8316170,NA,1093.9,0,1093.9,318400,NA,NA,100.3,"No","Office"
"3234","Manhattan",360000,"Office","Office",353275,1986,1,100,"WholeBuilding",85,101.3,103.6,24.2,0,284.1,1054075,10540.7,30582852.2,8963320.2,3284.2,56,3228.2,370441,7364.2,19.88,281.3,"No","Office"
"3235","Manhattan",535720,"Office","Office",533173,1960,1,100,"Other",60,113.4,NA,16,NA,NA,NA,NA,30386360.5,8831130.2,4945.3,0,4945.3,550317,10576.1,19.22,243.4,"Yes","Office"
"3236","Manhattan",244668,"Office","Office",263067,1929,1,100,"WholeBuilding",83,72.9,NA,NA,0.1,NA,2634690,26346.9,13109835.1,NA,1584.1,139.9,1444.2,263067,NA,NA,182.7,"No","Office"
"3237","Manhattan",90816,"Office","Office",90719,1926,1,85,"Other",61,81.1,84.1,16.9,NA,213.1,NA,NA,6065048,1736499.1,712.1,0,712.1,102503,NA,NA,212.2,"No","Office"
"3238","Manhattan",914767,"Office","Office",388000,1976,1,95,"WholeBuilding",65,66.7,66.3,19.4,NA,208.1,NA,NA,25876608.3,7536787.5,2401.3,0,2401.3,388000,0,0,209.4,"No","Office"
"3239","Manhattan",75871,"Office","Office",43941,1916,1,100,"WholeBuilding",68,151.8,NA,NA,NA,NA,NA,NA,8043832.8,NA,946.3,0,946.3,72806,3024,41.54,396.6,"No","Office"
"3240","Manhattan",366879,"Office","Office",350110,1969,1,100,"WholeBuilding",66,111.5,115,11.6,NA,214.8,NA,NA,13817917.6,4049799.5,2957.1,0,2957.1,350110,14100,40.27,210.6,"No","Office"
"3241","Manhattan",230654,"Hotel","Hotel",230654,1926,1,100,"Other",65,81.1,81.4,21.6,0.1,239.4,1716200,17809.9,16990050.5,4979498.4,1667.8,91.2,1576.7,230654,19956.6,86.52,239.1,"No","Others"
"3242","Manhattan",164722,"Office","Office",182000,1929,1,100,"WholeBuilding",87,67.7,70.4,12.7,NA,168.6,NA,NA,7992935.9,2309641.7,1029.1,0,1029.1,182000,2777,15.26,166.5,"No","Office"
"3243","Manhattan",1064223,"Financial Office","Financial Office",679149,1981,1,100,"Other",96,57.4,59.5,9.7,0,135.2,1721750,17603.6,38830183.8,11156622.4,5404.1,91.5,5312.6,1155000,NA,NA,133.9,"Yes","Others"
"3244","Manhattan",134039,"Office","Office",122569.4,1928,1,100,"Other",64,90.9,95.5,15.4,NA,216.9,NA,NA,7766615.3,2237570.5,1079.4,0,1079.4,144925,3619.2,24.97,213.1,"No","Office"
"3245","Manhattan",292663,"Office","Financial Office",338258.3,2010,1,100,"WholeBuilding",66,82.1,82.8,20.4,NA,234.4,NA,NA,25305062.4,7337412,2629.6,0,2629.6,360869,6001.2,16.69,235.1,"No","Others"
"3247","Manhattan",916586,"Financial Office","Financial Office",685781,1982,1,95,"WholeBuilding",81,67.5,66.7,18.8,0,203.9,2704833.1,27048.3,68003722.8,19670802.3,6455.7,143.7,6312,1047777,NA,NA,206.5,"No","Others"
"3248","Manhattan",331020,"Office","Office",342160,1932,1,100,"Other",76,72.2,74.8,14.9,0,188.1,690765,6907.7,18134851.3,5232918.6,2156.1,36.7,2119.4,351590,13441,38.23,186.5,"Yes","Office"
"3249","Manhattan",112933,"Financial Office","Financial Office",119500,1991,1,100,"WholeBuilding",1,28373.6,32268.7,21.1,NA,38960.2,NA,NA,8725305,2534269.6,226306,0,226306,120000,3747.4,31.23,34275.4,"No","Others"
"3250","Manhattan",219469,"Office","Office",280000,1952,1,100,"Other",25,128.9,135.1,23.4,NA,316.9,NA,NA,22579547.8,6541276.1,2991.7,0,2991.7,280000,NA,NA,311.2,"No","Office"
"3251","Manhattan",197948,"Office","Office",236177,1986,1,100,"WholeBuilding",86,52.9,53.7,15.7,NA,168.7,NA,NA,13034869.9,3880968.6,1209.6,0,1209.6,246476,2170.4,8.81,166.1,"No","Office"
"3253","Manhattan",58824,"Office","Office",60063,1912,1,100,"WholeBuilding",26,100.1,101.8,23.7,0.1,276.8,1013600.8,11723.7,6754830.8,1955980.8,713.6,53.8,659.7,82573,2801.4,33.93,277,"Yes","Office"
"3254","Manhattan",85781,"Office","Office",73286,1926,1,100,"Other",44,130.8,137.6,25.9,NA,336.8,NA,NA,8053720.4,2331108.9,994,0,994,89978,3848,42.77,330.7,"No","Office"
"3255","Manhattan",283465,"Office","Office",297638,1955,1,100,"Other",84,67.7,68.4,12.2,0.1,160.8,3790754.9,37907.5,12606627.7,3623412.4,1619.5,201.3,1418.1,297638,NA,NA,161.5,"No","Office"
"3256","Manhattan",444293,"Financial Office","Financial Office",268825.8,1981,1,100,"WholeBuilding",77,74.2,76,16.6,NA,201.3,NA,NA,25562642.5,7393252.8,2865.1,0,2865.1,444293,6878,15.47,200.6,"No","Others"
"3257","Manhattan",214392,"Office","Office",139988.6,1957,1,75,"WholeBuilding",74,69.6,70.7,16.9,NA,196.6,NA,NA,11239169.3,3246641.3,1184.8,0,1184.8,192289,2706.2,14.07,196.9,"No","Office"
"3258","Manhattan",236665,"Office","Office",249417,1958,1,100,"WholeBuilding",86,57.9,59.4,13.2,NA,158.4,NA,NA,11385404.1,3281768.5,1259.3,0,1259.3,249417,2596.3,10.41,158.1,"Yes","Office"
"3259","Manhattan",135000,"Office","Office",145564,1986,1,100,"WholeBuilding",73,58,58,17,NA,182.2,NA,NA,8935590.1,2618871.3,829.2,0,829.2,154000,2987.1,19.4,182.2,"No","Office"
"3260","Manhattan",138240,"Office","Office",141005,1956,1,100,"Other",51,92.4,95.3,18.6,NA,237.6,NA,NA,9012183.2,2624933,1102.9,0,1102.9,141005,NA,NA,234.9,"No","Office"
"3261","Manhattan",272532,"Office","Office",271413,1970,1,85,"WholeBuilding",66,82.2,84.3,17.1,NA,214.2,NA,NA,16891556.4,4838904.2,1993.1,0,1993.1,283695,4134.6,14.58,214.2,"No","Office"
"3263","Manhattan",323504,"Hotel","Hotel",428000,1904,1,100,"WholeBuilding",4,169.5,171.7,19.4,0.1,333,5035596.7,50356,28778522.5,8308936.8,5511.1,267.5,5243.7,428000,39194.6,91.58,332.4,"No","Others"
"3264","Manhattan",310000,"Office","Office",246605,1927,1,80,"Other",84,68.7,69.3,16.6,NA,193.4,NA,NA,17602507.6,5158999.3,1878.7,0,1878.7,310000,10340.8,33.36,192.6,"No","Office"
"3265","Manhattan",125495,"Office","Office",135429,1922,1,90,"WholeBuilding",100,24.7,24.3,7.1,NA,76.4,NA,NA,3680660.3,1063766.7,341.6,0,341.6,149179,3406.5,22.83,77.5,"No","Office"
"3266","Manhattan",528552,"Office","Office",311179,1986,1,95,"WholeBuilding",19,143.3,149.3,32.2,NA,392.1,NA,NA,67985293.4,19925347.4,7690.8,0,7690.8,619631,9799.5,15.82,384.9,"No","Office"
"3267","Manhattan",233115,"Other","Office",276699,1954,1,100,"Other",96,69.4,72,13.9,NA,178.1,NA,NA,13826242.9,3991763.8,1693.1,0,1693.1,288206,NA,NA,176.4,"No","Office"
"3269","Manhattan",369787,"Office","Office",498531,1962,1,100,"Other",93,56,56,9.8,NA,131.9,NA,NA,16616360.6,4869976.1,2291.3,0,2291.3,498531,14802.5,29.69,131.9,"No","Office"
"3270","Manhattan",451845,"Office","Office",352951,1957,1,100,"WholeBuilding",47,179.4,179.4,21.3,0.8,344.3,28267520.5,276911.8,26291044.6,7501197.4,4524,1501.4,3022.6,352951,12209.1,34.59,347.9,"No","Office"
"3271","Manhattan",999646,"Office","Office",1148921,1980,1,100,"WholeBuilding",67,80.7,84,15,NA,200.1,NA,NA,61625842.1,17931053.5,13319.2,0,13319.2,1196355,712407.2,595.48,196.9,"No","Office"
"3272","Manhattan",296915,"Office","Office",335000,1972,1,95,"WholeBuilding",82,120.2,120.8,18.7,NA,269.1,NA,NA,21405523.8,6273599.4,3237.9,0,3237.9,335000,7133.2,21.29,268.3,"No","Office"
"3273","Manhattan",77511,"Office","Office",99990,1930,1,100,"WholeBuilding",81,70.9,75.3,11.3,NA,158.2,NA,NA,4124162.3,1185949.1,629,246.3,382.7,104990,883.4,8.41,155.3,"No","Office"
"3274","Manhattan",399613,"Office","Office",365347,1950,1,100,"WholeBuilding",49,97.7,99,17.7,NA,236,NA,NA,22203009.4,6463895,2957.1,0,2957.1,365347,NA,NA,235.3,"No","Office"
"3275","Manhattan",119867,"Retail Store","Retail Store",117232,1939,1,90,"WholeBuilding",47,207.6,211.3,37.7,0,502.9,147186.9,1483.8,15303019.2,4415589.1,2017.8,7.8,2010,117232,NA,NA,502.4,"No","Others"
"3276","Manhattan",756693,"Multifamily Housing","Multifamily Housing",549320,1983,1,100,"WholeBuilding",40,87,88.1,15.5,0,207.9,1446769,14467.7,43268304.5,12460069.4,5779.9,76.8,5703,805842,NA,NA,208.4,"No","MultiFamilyHousing"
"3277","Manhattan",91060,"Office","Office",65341,1920,1,100,"WholeBuilding",5,136.1,136.6,39.4,NA,424.4,NA,NA,12226469.5,3583372.8,1145.5,0,1145.5,91060,2570,28.22,423.8,"Yes","Office"
"3278","Manhattan",63875,"Office","Office",51387.3,1900,1,100,"WholeBuilding",29,137,136.2,23.1,0.6,307.9,3681953.2,36328,4992983.9,1463359.7,658.9,195.6,463.3,63310,1260.5,19.91,308.7,"Yes","Office"
"3279","Manhattan",99381,"Office","Office",97821,2000,1,100,"WholeBuilding",29,123.7,129.1,23.8,NA,312.5,NA,NA,8196443.2,2402239.8,1046,0,1046,100994,NA,NA,306,"No","Office"
"3280","Manhattan",76656,"Office","Office",86957,1921,1,90,"WholeBuilding",29,103.3,106,23.1,NA,279.9,NA,NA,6966437.6,2006052.6,780.6,0,780.6,86957,NA,NA,279.5,"No","Office"
"3281","Manhattan",332600,"Office","Office",303618,1929,1,100,"WholeBuilding",77,69.5,NA,NA,NA,NA,NA,NA,NA,NA,1945.8,0,1945.8,333984,7833,23.45,172.5,"No","Office"
"3282","Manhattan",254185,"Office","Office",304871,1954,1,95,"WholeBuilding",78,78.7,83,13.8,NA,191.4,NA,NA,16374273.3,4715269.9,2211.7,0,2211.7,340574,NA,NA,187.8,"No","Office"
"3283","Manhattan",111310,"Multifamily Housing","Multifamily Housing",111310,1916,1,100,"WholeBuilding",22,102.9,111.3,6.4,0,159.2,75000,750,2460734.4,717043.5,904.1,675.7,228.4,111310,2248.6,20.2,151.1,"No","MultiFamilyHousing"
"3284","Manhattan",315918,"Office","Office",355401,1967,1,95,"WholeBuilding",59,94.5,95.2,16.1,NA,220.7,NA,NA,20444412.5,5982900,2876.3,0,2876.3,372526,8814.8,23.66,219.9,"No","Office"
"3285","Manhattan",459340,"Office","Office",441027,1930,1,100,"WholeBuilding",77,79.1,82.3,17.2,NA,212.7,NA,NA,31732305.2,9246225.3,3660,0,3660,537135,8816.5,16.41,209.6,"Yes","Office"
"3286","Manhattan",532225,"Hotel","Hotel",393500,1993,1,85,"WholeBuilding",5,162.2,164.9,18.2,0.1,317.5,4038106.7,40381.1,32639808.5,9374744,6354.3,214.5,6139.8,525000,NA,NA,316.7,"No","Others"
"3287","Manhattan",1824820,"Office","Office",1201492,1968,1,100,"WholeBuilding",41,138.9,136.4,21.1,NA,303.7,NA,NA,134790284.2,39396406,20760.3,0,20760.3,1864997,49999.1,26.81,307.1,"No","Office"
"3288","Manhattan",375239,"Multifamily Housing","Multifamily Housing",350710,1928,1,100,"WholeBuilding",66,68.5,72.5,6,NA,117,NA,NA,7890371.4,2259002.3,2053.7,1321.5,732.2,375000,12103.4,32.28,114,"No","MultiFamilyHousing"
"3289","Manhattan",103178,"Financial Office","Financial Office",207717,1959,1,95,"WholeBuilding",1,8311.8,8311.8,16.7,NA,10109.9,NA,NA,12755966.3,3738559.4,123707.6,0,123707.6,223543,8163,36.52,10109.9,"No","Others"
"3290","Manhattan",535344,"Office","Office",448781,1920,1,100,"WholeBuilding",59,123,121.5,19.4,NA,274.3,NA,NA,33233973,9740319.2,4982.7,0,4982.7,502581,18421.5,36.65,276.1,"No","Office"
"3291","Manhattan",1088389,"Office","Office",1176349,1982,1,90,"Other",65,78.8,80.9,15.8,0,201.8,673010.4,6730.1,66344366.6,19107311.5,8067.1,35.7,8031.3,1208217,NA,NA,201.1,"No","Office"
"3292","Manhattan",238294,"Office","Office",255544,1959,1,85,"WholeBuilding",91,57.5,59.2,11.2,NA,145,NA,NA,9911355.9,2853642.7,1237.6,0,1237.6,255544,9369.9,36.67,144.3,"Yes","Office"
"3293","Manhattan",118587,"Office","Office",291943,1929,1,100,"Other",76,70.3,73.4,12.2,0,168.2,1471891,14718.9,12648705,3665995.6,1718,78.2,1639.9,300700,6555,21.8,165.3,"Yes","Office"
"3294","Manhattan",225000,"Office","Office",250074,1958,1,100,"WholeBuilding",88,58.6,60.6,12.3,NA,154.3,NA,NA,10962251.8,3154369.1,1286.1,0,1286.1,256272,17709,69.1,153.3,"No","Office"
"3295","Manhattan",986441,"Office","Office",1035763,1974,1,100,"Other",25,204.7,204.5,13.6,1.1,319.6,109494954,1094949.5,48256597.9,14073407.8,13897,5815.8,8081.2,1035763,NA,NA,320.3,"Yes","Office"
"3296","Manhattan",210777,"Office","Office",225500,1958,1,95,"WholeBuilding",92,52.1,53.9,11.5,NA,140.8,NA,NA,9131940.2,2676418.3,1045.6,0,1045.6,232673,3048.5,13.1,138.7,"No","Office"
"3297","Manhattan",649069,"Office","Office",559405,1923,1,100,"WholeBuilding",72,75.1,76.9,19.3,0.1,218.5,5126999.9,61380.5,36869523.5,10805837.9,3693.8,272.3,3421.5,559405,17832.8,31.88,216.6,"No","Office"
"3298","Manhattan",862071,"Office","Office",815186,1929,1,85,"WholeBuilding",74,93.7,97.7,12.5,NA,199.8,NA,NA,35317433.7,10151698.7,6003.7,0,6003.7,815186,14977.6,18.37,196.6,"No","Office"
"3299","Manhattan",304137,"Office","Office",250549,1923,1,100,"WholeBuilding",64,127.2,130,15,NA,255.3,NA,NA,13928275.4,4082143.5,2671.2,0,2671.2,272735,19513.7,71.55,251.9,"No","Office"
"3300","Manhattan",1562144,"Office","Office",1153061,1954,1,100,"Other",78,80.5,80,13.8,0,186.9,3586354.5,35863.5,80683540.4,23368224.5,11149.9,190.5,10959.4,1697058,NA,NA,188.6,"Yes","Office"
"3301","Manhattan",1035307,"Office","Office",1251273,1929,1,80,"WholeBuilding",94,55.6,58.3,11.1,NA,143.8,NA,NA,48882165.3,14304464.5,6026.8,0,6026.8,1283579,NA,NA,140.6,"No","Office"
"3302","Manhattan",666376,"Office","Office",759638,1951,1,80,"Other",84,67.4,67.4,13.1,NA,167.8,NA,NA,34455251.6,10098255.4,4354.1,0,4354.1,769421,NA,NA,167.8,"Yes","Office"
"3303","Manhattan",627691,"Office","Office",577266,1987,1,100,"WholeBuilding",81,80.6,83,17.4,0,214.4,1016587.3,10165.9,40188913.4,11724303.1,4660.1,54,4606.1,675086,16421.3,24.32,212,"No","Office"
"3304","Manhattan",97075,"Office","Office",97085,1925,1,100,"Other",27,114.6,118.3,19.7,NA,272.8,NA,NA,6630633.1,1916674.4,914,0,914,97085,NA,NA,270.2,"No","Office"
"3305","Manhattan",64614,"Hotel","Hotel",72307,1952,1,100,"WholeBuilding",56,83.7,83.4,16.5,0.3,205.3,1882836.4,19556,4166839.6,1193765.4,486.7,100,386.7,72307,808062.5,11175.44,208.3,"No","Others"
"3306","Manhattan",632305,"Office","Office",654430,1982,1,80,"WholeBuilding",76,63.8,65.2,15.1,0,178.3,10081.8,100.8,34357475.7,9908168.5,3685.5,0.5,3684.9,655945,NA,NA,178.2,"No","Office"
"3307","Manhattan",72000,"Multifamily Housing","Multifamily Housing",55090,1915,1,100,"WholeBuilding",13,153.6,162.3,15.2,0,274.3,82097,847.1,3811316.9,1093271.7,897.4,543.7,353.7,72000,5674.7,78.82,267.9,"No","MultiFamilyHousing"
"3308","Manhattan",126498,"Hotel","Hotel",112951,2013,1,90,"WholeBuilding",75,74,75.4,13.9,0.3,178.5,2986272.5,31457.3,5367826.7,1573563.5,656.7,158.6,498.1,112951,4124.2,36.51,177,"No","Others"
"3309","Manhattan",1212596,"Office","Office",935359,1929,1,90,"WholeBuilding",77,99.3,98.2,14.3,0,212.3,1361063.6,13610.6,63710852.7,18483816.2,10203.5,72.3,10131.2,1294808,72902.9,56.3,214.6,"No","Office"
"3310","Manhattan",1116774,"Office","Office",1236141,1915,1,100,"WholeBuilding",71,59.3,60.4,14.8,NA,170.8,NA,NA,63495168.4,18458868.4,6569.9,0,6569.9,1243380,NA,NA,170.2,"No","Office"
"3312","Manhattan",1586876,"Office","Office",1563231,1967,1,100,"WholeBuilding",77,114.1,113.4,20.1,0,269.1,1139823.8,11398.2,109997053.4,32038502.3,14963.1,60.5,14902.6,1593883,24339.5,15.27,270.8,"No","Office"
"3313","Manhattan",743789,"Office","Office",852820,1958,1,100,"WholeBuilding",87,77,75.5,13.3,NA,178.6,NA,NA,40993132.5,12014398.5,5708.6,0,5708.6,904373,15614.8,17.27,180.5,"No","Office"
"3314","Manhattan",761067,"Office","Office",743901,1958,1,100,"WholeBuilding",73,96,94.9,14.7,0,211.3,885000,8850,38540490.3,11295570.2,5892.5,47,5845.5,766421,13352.7,17.42,212.7,"No","Office"
"3316","Manhattan",114500,"Hotel","Hotel",96000,1929,1,100,"WholeBuilding",32,109,111,19.3,0.5,254.2,4133157.5,43316.1,6335632.4,1852975.4,807.5,219.5,587.9,96000,5749.7,59.89,252.4,"No","Others"
"3317","Manhattan",314568,"Hotel","Hotel",275000,2013,1,90,"WholeBuilding",9,124.8,129.4,12.5,0,238,0,0,11933108.1,3427349,2593.1,0,2593.1,275000,33131.5,120.48,234.1,"No","Others"
"3318","Manhattan",1760893,"Office","Office",1897643,1963,1,95,"WholeBuilding",74,117.7,117.7,14.8,NA,239.7,NA,NA,96840762.3,28160602.6,17382,0,17382,1897643,46967.9,24.75,240.4,"No","Office"
"3319","Manhattan",1039281,"Financial Office","Financial Office",807537.8,1967,1,100,"WholeBuilding",67,93.7,92.6,15.9,NA,216.3,NA,NA,69577504,20278679.7,9793.1,0,9793.1,1277449,NA,NA,218.2,"No","Others"
"3320","Manhattan",435609,"Hotel","Hotel",457390,1926,1,100,"Other",90,81.1,82.4,20.1,0,231.7,1578500,14794.2,31418669.8,9208284.3,3272.2,83.8,3188.4,457390,NA,NA,230.1,"Yes","Others"
"3321","Manhattan",490020,"Financial Office","Financial Office",251895,1984,1,90,"WholeBuilding",77,75.8,76.9,18.2,0,212.3,2030563,20305.6,30788872.2,8883240.7,3238.2,107.9,3130.4,487501,10482.1,21.5,212.8,"No","Others"
"3322","Manhattan",57000,"Multifamily Housing","Multifamily Housing",62700,1923,1,100,"Other",82,56,59,4,0.4,90.6,2343559.3,25542.3,892742.5,253844.2,227.8,145,82.8,62700,1889.6,30.14,88.4,"Yes","MultiFamilyHousing"
"3323","Manhattan",406261,"Hotel","Hotel",410257,1924,1,100,"WholeBuilding",39,127.4,131.2,15.4,0.8,247.4,30446801.3,323029.7,21827106.1,6308978.1,3642.7,1617.2,2025.6,410257,27460,66.93,245,"No","Others"
"3324","Manhattan",210781,"Multifamily Housing","Multifamily Housing",170711,1985,1,100,"WholeBuilding",1,135.5,141.3,12.1,0.3,245.2,5034878.1,50348.8,7222934.8,2059667.8,1659.7,267.4,1392.2,170711,NA,NA,240.4,"Yes","MultiFamilyHousing"
"3325","Manhattan",317496,"Hotel","Hotel",350000,1990,1,100,"WholeBuilding",55,76.8,75.6,20.2,0.1,223.7,2314900,23149,24567669.3,7081106.5,2402.8,123,2279.9,350000,148373,423.92,227.4,"No","Others"
"3326","Manhattan",526124,"Office","Office",500190,1981,1,100,"WholeBuilding",55,69.4,69.3,20.3,NA,217.5,NA,NA,36607726.2,10718612.7,3399.4,0,3399.4,528180,NA,NA,217.7,"No","Office"
"3327","Manhattan",1666763,"Hotel","Hotel",1600000,1930,1,100,"WholeBuilding",25,125,129.3,15.7,0,258.6,7384481,73844.8,87312284,25114359.4,15486.1,392.2,15093.8,1600000,122578.6,76.61,255.4,"No","Others"
"3329","Manhattan",345743,"Office","Office",324040,1980,1,100,"WholeBuilding",85,61.1,62.6,14.4,NA,170.6,NA,NA,16322765.2,4741154.8,1765.8,0,1765.8,328910,5303.1,16.12,169.7,"No","Office"
"3330","Manhattan",138614,"Hotel","Hotel",157462,1927,1,100,"WholeBuilding",53,125.3,129.5,13.9,0.1,245.5,2302806.5,23028.1,7649285.8,2189102.7,1481.1,122.3,1358.8,157462,8319.1,52.83,242.6,"Yes","Others"
"3332","Manhattan",147970,"Hotel","Hotel",147970,1985,1,100,"WholeBuilding",27,131.7,NA,NA,NA,NA,3011471.8,NA,8395827.7,NA,1547.8,768.7,779.1,147970,NA,NA,254.7,"No","Others"
"3333","Manhattan",150638,"Office","Office",150950,1958,1,95,"WholeBuilding",43,108,108.7,22.8,0.2,278.8,2328862.5,23288.6,11869087.6,3436024,1365.2,123.7,1241.5,150950,3088.7,20.46,279.9,"No","Office"
"3334","Manhattan",458300,"Office","Office",463996,1931,1,100,"Other",70,89.9,96.3,13.9,NA,207.7,NA,NA,21987655.3,6444212.4,3349.9,0,3349.9,463996,NA,NA,199.9,"Yes","Office"
"3335","Manhattan",437662,"Hotel","Hotel",424661,1960,1,100,"WholeBuilding",73,73.3,74.1,11.5,0,164.6,1121531.3,11267.9,17664094.7,5020606.1,2581.4,59.6,2521.8,437661,44726.8,102.2,166,"No","Others"
"3336","Manhattan",1712218,"Office","Office",1800524,1969,1,100,"WholeBuilding",49,143.8,140.1,19.5,0,297.4,1546715.6,15467.2,123345460.3,35954115.7,20827.3,82.2,20745.1,1842494,34783.9,18.88,302.5,"No","Office"
"3337","Manhattan",624883,"Office","Office",614793,1958,1,80,"WholeBuilding",85,77.6,80,14.5,0,191.6,1098043.7,10980.4,33666884.5,9783256.7,4363.5,58.3,4305.1,676807,6304.6,9.32,189.5,"No","Office"
"3338","Manhattan",304640,"Office","Office",291507,1984,1,100,"WholeBuilding",44,92,NA,NA,NA,NA,547688.6,NA,21929042.5,NA,2390.1,29.1,2361,297836,6352.4,21.33,253,"No","Office"
"3339","Manhattan",849024,"Office","Office",795168,1958,1,100,"Other",7,182.7,180.8,29.7,NA,413.7,NA,NA,80556909,23609876.7,11772.3,0,11772.3,795168,NA,NA,416,"No","Office"
"3340","Manhattan",268106,"Office","Office",290374,1984,1,100,"WholeBuilding",83,80.2,83.3,19,NA,225.6,NA,NA,19079082.1,5591758.4,2071.8,0,2071.8,294638,5412.2,18.37,221.9,"No","Office"
"3341","Manhattan",984485,"Office","Office",1113789,1986,1,100,"WholeBuilding",77,68.7,NA,NA,0,NA,402467.5,4024.7,67336313.2,NA,6854.7,21.4,6833.3,1113789,22396.8,20.11,199.7,"No","Office"
"3342","Manhattan",66386,"Multifamily Housing","Multifamily Housing",66386,1929,1,100,"Other",81,75.2,NA,6.4,0,NA,286795,2867.9,1514873.4,427889.3,395.9,255.3,140.6,66386,13574.1,204.47,124.7,"Yes","MultiFamilyHousing"
"3343","Manhattan",441516,"Hotel","Hotel",214000,1998,1,100,"WholeBuilding",44,83.6,86.3,14.2,0,197.7,36900,369,10377334.6,3041422.4,1461.2,2,1459.3,214000,NA,NA,194.5,"No","Others"
"3344","Manhattan",140400,"Office","Office",142235,1964,1,100,"Other",71,57.6,59.1,14.9,NA,169.8,NA,NA,7243720.3,2123012.7,734.9,0,734.9,142235,NA,NA,167.9,"No","Office"
"3345","Manhattan",1835280,"Office","Office",1548346,1976,1,100,"WholeBuilding",55,129,126.7,16.6,NA,262.1,NA,NA,95310614.8,27933940,16930.8,0,16930.8,1682940,29837.3,17.73,264.9,"No","Office"
"3347","Manhattan",56073,"Multifamily Housing","Multifamily Housing",53073,1977,1,100,"Other",1,163.3,166.6,19.5,0.4,311.3,2242183.6,23092.5,3816457.7,1091418.6,703,348.8,354.2,56073,NA,NA,311.5,"No","MultiFamilyHousing"
"3348","Manhattan",426775,"Office","Office",420888,1964,1,100,"WholeBuilding",63,110.7,110.1,13.4,NA,221,NA,NA,19645398.6,5757736.3,3677,0,3677,429866,4998.4,11.63,221.6,"No","Office"
"3349","Manhattan",516710,"Office","Office",561772,1983,1,100,"WholeBuilding",86,58.1,59.7,13.8,NA,162.8,NA,NA,28166602.9,8139654.7,3026.6,0,3026.6,591315,6582.7,11.13,162.2,"No","Office"
"3350","Manhattan",204269,"Multifamily Housing","Multifamily Housing",216541,1956,1,100,"WholeBuilding",49,73.7,73,7.1,0.5,127.6,11198899.9,111989,5789736,1645545.6,1132.1,594.8,537.3,230404,8995.2,39.04,129.9,"No","MultiFamilyHousing"
"3351","Manhattan",73000,"Office","Office",72000,1985,1,100,"WholeBuilding",52,93.9,NA,NA,NA,NA,1430407.4,NA,5327587,NA,570.4,76,494.4,72000,NA,NA,253.2,"No","Office"
"3352","Manhattan",89651,"Multifamily Housing","Multifamily Housing",96547,1916,1,100,"WholeBuilding",80,65.3,64.9,6.2,0,110.7,143433.3,1461.6,2169162,621932.1,523.3,322,201.3,100247,2573.4,25.67,112.1,"No","MultiFamilyHousing"
"3354","Manhattan",140559,"Hotel","Hotel",76190,1985,1,100,"Other",100,33.3,NA,NA,NA,NA,1984574.2,NA,551169.3,NA,156.6,105.4,51.1,76190,3342.1,43.87,50.1,"No","Others"
